Song_id,Quadrant,in_balanced_train,in_balanced_validate,in_balanced_test,in_complete_train,in_complete_validate,in_complete_test
MT0004194402,Q3,True,False,False,True,False,False
MT0004197514,Q2,False,True,False,False,True,False
MT0004212108,Q3,False,True,False,True,False,False
MT0004219321,Q4,False,True,False,False,True,False
MT0004230500,Q1,False,False,True,False,False,True
MT0004232099,Q3,True,False,False,True,False,False
MT0004240748,Q2,True,False,False,True,False,False
MT0004254228,Q2,False,False,True,False,False,True
MT0004256890,Q4,False,False,True,False,False,True
MT0004260672,Q1,False,True,False,True,False,False
MT0004262978,Q4,False,True,False,False,True,False
MT0004263301,Q3,False,False,True,False,False,True
MT0004263956,Q3,False,True,False,False,True,False
MT0004269670,Q3,True,False,False,True,False,False
MT0004274911,Q4,False,False,True,True,False,False
MT0004287283,Q3,False,False,True,False,False,True
MT0004290389,Q3,False,False,True,True,False,False
MT0004293364,Q2,False,True,False,False,True,False
MT0004296158,Q3,True,False,False,False,True,False
MT0004301925,Q1,True,False,False,True,False,False
MT0004306521,Q4,True,False,False,False,False,True
MT0004316859,Q2,False,False,True,False,False,True
MT0004317784,Q3,False,True,False,False,True,False
MT0004331116,Q4,False,False,False,True,False,False
MT0004337195,Q1,True,False,False,True,False,False
MT0004338270,Q1,False,True,False,False,True,False
MT0004339430,Q1,True,False,False,False,True,False
MT0004342301,Q3,False,True,False,False,True,False
MT0004343785,Q3,False,True,False,True,False,False
MT0004352104,Q3,False,True,False,False,True,False
MT0004352726,Q4,True,False,False,True,False,False
MT0004362464,Q1,True,False,False,True,False,False
MT0004362501,Q4,False,True,False,False,True,False
MT0004383185,Q4,False,False,False,False,False,True
MT0004392421,Q1,True,False,False,True,False,False
MT0004395306,Q4,True,False,False,True,False,False
MT0004397754,Q3,False,True,False,False,True,False
MT0004400843,Q3,False,False,True,False,False,True
MT0004409960,Q2,False,False,False,True,False,False
MT0004414074,Q2,False,True,False,False,True,False
MT0004422924,Q1,False,True,False,True,False,False
MT0004425744,Q1,True,False,False,True,False,False
MT0004428604,Q1,True,False,False,False,False,True
MT0004440606,Q3,False,True,False,False,True,False
MT0004444570,Q1,False,False,True,False,False,True
MT0004447086,Q2,True,False,False,True,False,False
MT0004447226,Q1,True,False,False,True,False,False
MT0004458238,Q2,False,False,False,True,False,False
MT0004459450,Q2,False,False,True,False,False,True
MT0004469135,Q1,False,True,False,False,True,False
MT0004476235,Q3,False,True,False,False,True,False
MT0004485367,Q3,False,False,True,False,False,True
MT0004489039,Q3,False,False,True,False,False,True
MT0004497478,Q2,True,False,False,True,False,False
MT0004500770,Q3,True,False,False,True,False,False
MT0004506984,Q1,False,False,True,False,False,True
MT0004511265,Q2,True,False,False,True,False,False
MT0004512063,Q2,False,True,False,False,True,False
MT0004514306,Q3,False,True,False,False,True,False
MT0004523184,Q4,False,False,False,True,False,False
MT0004525980,Q4,False,True,False,True,False,False
MT0004537445,Q4,False,True,False,False,True,False
MT0004537620,Q3,False,True,False,False,False,True
MT0004540242,Q4,True,False,False,True,False,False
MT0004542745,Q4,False,True,False,True,False,False
MT0004548391,Q3,False,True,False,False,True,False
MT0004548595,Q1,True,False,False,True,False,False
MT0004550236,Q4,False,False,False,False,False,True
MT0004550434,Q2,True,False,False,True,False,False
MT0004550458,Q4,False,True,False,False,True,False
MT0004551480,Q1,False,True,False,False,True,False
MT0004555632,Q2,False,False,False,True,False,False
MT0004558203,Q2,False,True,False,False,True,False
MT0004558461,Q2,False,False,True,False,False,True
MT0004567504,Q4,True,False,False,True,False,False
MT0004584064,Q4,True,False,False,True,False,False
MT0004584067,Q4,False,False,False,True,False,False
MT0004588191,Q1,False,False,True,False,False,True
MT0004593880,Q2,False,False,False,False,False,True
MT0004609722,Q3,False,False,True,False,False,True
MT0004611952,Q4,False,False,False,True,False,False
MT0004625127,Q3,False,True,False,False,True,False
MT0004633915,Q4,False,False,True,False,False,True
MT0004643275,Q4,True,False,False,True,False,False
MT0004645468,Q2,False,True,False,True,False,False
MT0004660584,Q4,False,False,False,True,False,False
MT0004668394,Q3,True,False,False,True,False,False
MT0004669603,Q1,True,False,False,False,True,False
MT0004674397,Q2,False,True,False,False,True,False
MT0004676134,Q2,False,False,False,False,False,True
MT0004680723,Q1,True,False,False,False,True,False
MT0004681292,Q2,False,False,True,True,False,False
MT0004683099,Q1,False,False,True,False,False,True
MT0004692317,Q1,False,False,True,False,False,True
MT0004692456,Q1,False,False,True,False,False,True
MT0004692889,Q4,True,False,False,True,False,False
MT0004693207,Q3,True,False,False,True,False,False
MT0004699901,Q4,True,False,False,False,False,True
MT0004711079,Q1,False,False,True,False,False,True
MT0004715422,Q2,True,False,False,False,True,False
MT0004725201,Q4,False,True,False,False,True,False
MT0004725405,Q1,True,False,False,True,False,False
MT0004731150,Q1,True,False,False,True,False,False
MT0004739956,Q2,True,False,False,True,False,False
MT0004751933,Q1,True,False,False,True,False,False
MT0004754115,Q4,True,False,False,True,False,False
MT0004758223,Q4,False,True,False,True,False,False
MT0004759106,Q4,False,False,False,False,False,True
MT0004759588,Q2,True,False,False,False,True,False
MT0004772896,Q3,False,False,True,False,False,True
MT0004776502,Q4,False,False,False,True,False,False
MT0004776609,Q4,False,True,False,False,True,False
MT0004781165,Q3,True,False,False,True,False,False
MT0004798504,Q2,False,False,True,False,True,False
MT0004798790,Q3,False,True,False,False,True,False
MT0004807446,Q2,False,True,False,False,False,True
MT0004811602,Q2,False,True,False,False,True,False
MT0004812565,Q4,True,False,False,True,False,False
MT0004816612,Q1,False,True,False,False,True,False
MT0004817670,Q3,True,False,False,True,False,False
MT0004828213,Q4,False,False,False,True,False,False
MT0004829377,Q3,True,False,False,True,False,False
MT0004833310,Q4,True,False,False,True,False,False
MT0004836526,Q2,False,True,False,False,True,False
MT0004839107,Q4,False,False,False,False,False,True
MT0004840819,Q3,False,False,True,True,False,False
MT0004842694,Q3,False,True,False,False,True,False
MT0004844832,Q2,False,True,False,False,False,True
MT0004850406,Q4,False,False,True,False,False,True
MT0004850690,Q4,True,False,False,False,True,False
MT0004861138,Q2,False,True,False,False,True,False
MT0004864453,Q4,False,False,True,False,False,True
MT0004866559,Q2,True,False,False,False,False,True
MT0004867185,Q2,False,False,True,False,False,True
MT0004867564,Q4,True,False,False,True,False,False
MT0004869271,Q3,True,False,False,False,True,False
MT0004872217,Q2,True,False,False,True,False,False
MT0004882280,Q2,True,False,False,True,False,False
MT0004883551,Q1,True,False,False,True,False,False
MT0004890000,Q1,False,True,False,False,True,False
MT0004894364,Q2,True,False,False,False,True,False
MT0004896738,Q1,False,False,True,False,False,True
MT0004910983,Q3,False,False,True,False,False,True
MT0004911454,Q4,True,False,False,True,False,False
MT0004922692,Q3,False,True,False,True,False,False
MT0004925844,Q4,False,True,False,False,True,False
MT0004936799,Q3,False,True,False,False,True,False
MT0004942017,Q2,False,False,True,False,True,False
MT0004943985,Q1,False,False,True,False,False,True
MT0004948855,Q2,False,False,True,True,False,False
MT0004956006,Q2,False,True,False,True,False,False
MT0004958762,Q2,True,False,False,False,True,False
MT0004961409,Q2,False,True,False,False,True,False
MT0004962647,Q4,False,True,False,False,True,False
MT0004963809,Q4,False,False,True,False,False,True
MT0004970058,Q4,False,True,False,False,True,False
MT0004978135,Q3,True,False,False,True,False,False
MT0004982446,Q2,False,False,False,False,True,False
MT0004984433,Q4,True,False,False,False,True,False
MT0004997589,Q2,False,False,False,True,False,False
MT0004999812,Q2,False,False,False,True,False,False
MT0005001966,Q3,False,False,True,False,False,True
MT0005003824,Q1,False,True,False,False,True,False
MT0005004562,Q2,False,False,False,True,False,False
MT0005009715,Q3,True,False,False,False,False,True
MT0005023904,Q3,False,True,False,False,True,False
MT0005026798,Q2,True,False,False,True,False,False
MT0005028976,Q2,True,False,False,False,True,False
MT0005029328,Q2,True,False,False,False,False,True
MT0005030845,Q3,False,True,False,False,True,False
MT0005033429,Q1,False,False,True,False,False,True
MT0005039941,Q2,True,False,False,False,True,False
MT0005048376,Q4,True,False,False,True,False,False
MT0005054238,Q1,False,False,True,True,False,False
MT0005054643,Q4,True,False,False,False,True,False
MT0005060138,Q4,True,False,False,True,False,False
MT0005066971,Q1,True,False,False,True,False,False
MT0005068407,Q4,False,False,True,True,False,False
MT0005072543,Q1,False,True,False,False,True,False
MT0005074629,Q4,False,False,False,True,False,False
MT0005083488,Q1,False,False,False,False,True,False
MT0005083885,Q3,False,True,False,False,True,False
MT0005091539,Q4,False,False,True,True,False,False
MT0005094727,Q3,True,False,False,False,True,False
MT0005111463,Q3,True,False,False,True,False,False
MT0005112174,Q4,False,True,False,True,False,False
MT0005113916,Q4,False,False,True,False,True,False
MT0005115042,Q3,False,False,True,False,False,True
MT0005118426,Q4,False,True,False,False,True,False
MT0005126279,Q2,False,False,False,True,False,False
MT0005129157,Q4,False,True,False,True,False,False
MT0005134466,Q3,True,False,False,False,False,True
MT0005151875,Q4,True,False,False,False,False,True
MT0005155949,Q3,False,False,True,False,False,True
MT0005157391,Q3,True,False,False,True,False,False
MT0005157804,Q4,True,False,False,True,False,False
MT0005158273,Q4,False,True,False,False,True,False
MT0005163122,Q1,True,False,False,False,False,True
MT0005171537,Q2,True,False,False,False,False,True
MT0005171805,Q3,True,False,False,True,False,False
MT0005185986,Q4,False,False,False,True,False,False
MT0005189351,Q3,False,True,False,False,True,False
MT0005189820,Q3,False,True,False,False,True,False
MT0005198745,Q4,False,True,False,False,True,False
MT0005202791,Q2,True,False,False,False,False,True
MT0005213723,Q2,False,False,True,False,False,True
MT0005217073,Q3,True,False,False,True,False,False
MT0005221680,Q3,False,True,False,True,False,False
MT0005223794,Q2,False,False,True,False,False,True
MT0005239610,Q1,False,False,False,False,True,False
MT0005241287,Q2,False,False,True,False,False,True
MT0005241699,Q1,False,False,True,False,False,True
MT0005243931,Q2,True,False,False,True,False,False
MT0005253065,Q3,False,False,True,True,False,False
MT0005254421,Q3,True,False,False,True,False,False
MT0005260370,Q3,False,False,True,True,False,False
MT0005261375,Q4,False,False,False,True,False,False
MT0005261398,Q4,False,False,False,True,False,False
MT0005262725,Q3,False,False,True,False,False,True
MT0005265641,Q1,False,False,True,False,False,True
MT0005270263,Q3,True,False,False,False,False,True
MT0005272837,Q4,False,True,False,False,True,False
MT0005273525,Q4,False,False,False,True,False,False
MT0005285696,Q4,False,False,True,False,False,True
MT0005286165,Q2,True,False,False,False,True,False
MT0005287506,Q2,False,True,False,False,True,False
MT0005294278,Q3,False,True,False,False,True,False
MT0005304966,Q2,False,True,False,True,False,False
MT0005319891,Q2,False,True,False,False,True,False
MT0005330350,Q3,False,True,False,False,True,False
MT0005331755,Q1,False,True,False,False,True,False
MT0005336347,Q3,True,False,False,True,False,False
MT0005337249,Q2,False,False,False,False,True,False
MT0005344437,Q4,False,False,True,False,False,True
MT0005352508,Q2,False,True,False,False,True,False
MT0005352614,Q3,False,True,False,False,True,False
MT0005357887,Q3,True,False,False,True,False,False
MT0005379911,Q3,True,False,False,False,False,True
MT0005387539,Q2,True,False,False,True,False,False
MT0005389048,Q3,True,False,False,True,False,False
MT0005392036,Q4,False,False,True,False,False,True
MT0005403018,Q4,True,False,False,True,False,False
MT0005404111,Q1,False,False,True,False,False,True
MT0005404247,Q3,False,True,False,False,True,False
MT0005409948,Q2,False,False,True,False,False,True
MT0005411969,Q2,True,False,False,True,False,False
MT0005417719,Q2,False,True,False,False,True,False
MT0005422349,Q4,True,False,False,True,False,False
MT0005425770,Q4,False,False,False,True,False,False
MT0005425879,Q4,True,False,False,True,False,False
MT0005426130,Q1,True,False,False,True,False,False
MT0005431678,Q2,False,True,False,False,True,False
MT0005443513,Q4,False,False,True,False,True,False
MT0005451258,Q1,False,False,True,True,False,False
MT0005451862,Q2,False,True,False,False,True,False
MT0005454701,Q2,False,False,False,True,False,False
MT0005469880,Q1,False,True,False,False,True,False
MT0005478759,Q1,False,False,True,False,False,True
MT0005479384,Q4,True,False,False,True,False,False
MT0005486154,Q3,True,False,False,False,True,False
MT0005489029,Q1,False,False,True,False,False,True
MT0005497233,Q2,False,True,False,False,True,False
MT0005508168,Q4,False,True,False,False,False,True
MT0005511334,Q4,True,False,False,True,False,False
MT0005515169,Q2,False,False,True,False,False,True
MT0005519111,Q4,True,False,False,True,False,False
MT0005520274,Q3,False,True,False,False,False,True
MT0005523766,Q1,True,False,False,False,False,True
MT0005525446,Q4,True,False,False,True,False,False
MT0005537590,Q4,True,False,False,True,False,False
MT0005538688,Q2,False,False,False,False,True,False
MT0005540023,Q2,True,False,False,False,True,False
MT0005540907,Q1,True,False,False,False,False,True
MT0005550288,Q2,False,True,False,False,True,False
MT0005550441,Q4,False,False,False,True,False,False
MT0005556630,Q4,True,False,False,True,False,False
MT0005567133,Q2,False,False,True,False,False,True
MT0005568749,Q3,True,False,False,False,True,False
MT0005575348,Q3,False,True,False,False,True,False
MT0005592810,Q1,False,False,True,False,False,True
MT0005593407,Q3,False,True,False,False,True,False
MT0005595173,Q2,False,False,False,False,False,True
MT0005606947,Q2,False,False,False,True,False,False
MT0005608787,Q4,False,False,False,True,False,False
MT0005621435,Q3,False,True,False,False,True,False
MT0005623112,Q4,False,False,False,True,False,False
MT0005625323,Q1,False,True,False,False,True,False
MT0005625762,Q1,False,False,True,False,False,True
MT0005630273,Q3,False,False,True,False,False,True
MT0005638160,Q2,False,False,True,False,False,True
MT0005642770,Q2,True,False,False,False,False,True
MT0005651830,Q4,True,False,False,True,False,False
MT0005652563,Q2,False,True,False,False,True,False
MT0005655655,Q3,True,False,False,True,False,False
MT0005656534,Q4,False,False,True,False,False,True
MT0005658482,Q2,False,False,True,True,False,False
MT0005660001,Q1,True,False,False,True,False,False
MT0005666606,Q1,True,False,False,False,False,True
MT0005670101,Q3,True,False,False,True,False,False
MT0005673020,Q2,False,False,True,False,False,True
MT0005674518,Q1,False,False,False,True,False,False
MT0005675358,Q2,False,True,False,False,True,False
MT0005675532,Q4,False,True,False,False,False,True
MT0005695311,Q4,False,False,True,False,False,True
MT0005696421,Q3,True,False,False,True,False,False
MT0005697785,Q4,False,False,True,True,False,False
MT0005707044,Q4,False,False,True,False,False,True
MT0005713768,Q1,False,True,False,False,True,False
MT0005715379,Q4,True,False,False,False,True,False
MT0005715715,Q1,False,True,False,False,False,True
MT0005717206,Q4,False,False,False,False,True,False
MT0005723257,Q3,False,True,False,False,True,False
MT0005725657,Q2,True,False,False,True,False,False
MT0005727008,Q2,True,False,False,True,False,False
MT0005727783,Q3,False,True,False,False,True,False
MT0005735527,Q4,True,False,False,True,False,False
MT0005737276,Q1,True,False,False,False,True,False
MT0005740567,Q3,False,True,False,False,True,False
MT0005751512,Q2,True,False,False,False,False,True
MT0005752234,Q1,False,False,True,False,False,True
MT0005756784,Q2,False,True,False,False,True,False
MT0005760259,Q2,True,False,False,True,False,False
MT0005761702,Q3,False,True,False,False,True,False
MT0005763004,Q1,False,True,False,False,True,False
MT0005774267,Q2,True,False,False,True,False,False
MT0005775235,Q4,False,True,False,False,True,False
MT0005782528,Q4,False,False,False,False,False,True
MT0005798527,Q4,False,False,False,True,False,False
MT0005802574,Q1,False,False,True,True,False,False
MT0005804191,Q4,True,False,False,True,False,False
MT0005822463,Q3,False,True,False,False,True,False
MT0005822671,Q2,False,True,False,False,True,False
MT0005826176,Q2,False,False,True,False,False,True
MT0005827376,Q4,False,True,False,False,True,False
MT0005827477,Q2,True,False,False,True,False,False
MT0005830128,Q4,False,True,False,False,True,False
MT0005832516,Q1,True,False,False,False,False,True
MT0005846374,Q1,True,False,False,False,False,True
MT0005850999,Q4,False,False,True,False,False,True
MT0005863380,Q4,False,True,False,False,True,False
MT0005884980,Q4,False,False,True,False,False,True
MT0005897799,Q2,False,False,False,True,False,False
MT0005912220,Q3,False,True,False,False,True,False
MT0005916227,Q3,False,True,False,False,True,False
MT0005941732,Q3,True,False,False,False,True,False
MT0005944471,Q1,False,True,False,False,True,False
MT0005947724,Q4,False,False,False,True,False,False
MT0005951020,Q2,False,True,False,False,True,False
MT0005959692,Q4,False,True,False,False,True,False
MT0005963165,Q3,False,False,True,False,False,True
MT0005974256,Q2,False,True,False,True,False,False
MT0005981667,Q3,True,False,False,True,False,False
MT0005987148,Q4,True,False,False,True,False,False
MT0006001220,Q3,False,False,True,True,False,False
MT0006001707,Q2,False,True,False,False,True,False
MT0006007936,Q2,False,False,True,False,False,True
MT0006022752,Q3,True,False,False,True,False,False
MT0006036535,Q3,False,True,False,False,True,False
MT0006037085,Q4,False,False,True,False,False,True
MT0006039569,Q4,False,False,False,False,True,False
MT0006039798,Q3,False,False,True,False,False,True
MT0006044445,Q4,False,False,True,False,False,True
MT0006051904,Q1,False,False,False,True,False,False
MT0006055329,Q2,True,False,False,True,False,False
MT0006067841,Q2,False,True,False,False,True,False
MT0006070661,Q3,True,False,False,False,True,False
MT0006078896,Q2,False,True,False,False,True,False
MT0006090628,Q3,True,False,False,True,False,False
MT0006096934,Q1,True,False,False,True,False,False
MT0006107326,Q4,False,False,True,True,False,False
MT0006114773,Q1,True,False,False,True,False,False
MT0006115121,Q4,False,False,True,False,False,True
MT0006117018,Q4,False,False,False,True,False,False
MT0006129774,Q4,False,False,True,True,False,False
MT0006137300,Q4,False,True,False,False,True,False
MT0006137372,Q3,True,False,False,False,False,True
MT0006153804,Q3,True,False,False,True,False,False
MT0006157839,Q2,True,False,False,False,False,True
MT0006159067,Q3,False,False,True,False,False,True
MT0006164654,Q4,False,False,True,False,False,True
MT0006169551,Q4,False,True,False,False,True,False
MT0006171393,Q3,False,False,True,False,False,True
MT0006181559,Q4,False,False,True,False,True,False
MT0006188933,Q1,False,False,True,False,False,True
MT0006196650,Q1,False,False,True,False,False,True
MT0006204666,Q4,False,False,False,True,False,False
MT0006232679,Q1,False,True,False,False,True,False
MT0006234138,Q4,True,False,False,True,False,False
MT0006249493,Q2,False,False,True,False,True,False
MT0006254062,Q4,False,False,False,True,False,False
MT0006256204,Q2,False,False,True,False,False,True
MT0006263439,Q3,True,False,False,True,False,False
MT0006271664,Q3,False,True,False,False,False,True
MT0006292011,Q2,True,False,False,False,False,True
MT0006300381,Q2,False,True,False,True,False,False
MT0006314897,Q1,True,False,False,True,False,False
MT0006315323,Q1,False,False,False,True,False,False
MT0006324704,Q4,False,True,False,False,True,False
MT0006334050,Q3,True,False,False,True,False,False
MT0006348382,Q4,False,False,True,True,False,False
MT0006352493,Q4,False,True,False,False,True,False
MT0006356406,Q2,True,False,False,True,False,False
MT0006357085,Q1,False,True,False,False,True,False
MT0006357849,Q1,False,True,False,False,True,False
MT0006365604,Q2,False,True,False,True,False,False
MT0006367176,Q1,False,True,False,False,True,False
MT0006386327,Q1,True,False,False,False,True,False
MT0006391732,Q2,False,True,False,False,True,False
MT0006397809,Q3,False,False,True,False,False,True
MT0006400514,Q3,False,False,True,False,False,True
MT0006406298,Q1,True,False,False,True,False,False
MT0006409530,Q2,False,False,True,False,False,True
MT0006410285,Q3,False,False,True,False,False,True
MT0006410748,Q1,False,False,True,True,False,False
MT0006417602,Q3,True,False,False,True,False,False
MT0006421356,Q3,False,True,False,True,False,False
MT0006431184,Q1,False,False,True,False,False,True
MT0006431807,Q1,True,False,False,True,False,False
MT0006434833,Q2,False,True,False,False,True,False
MT0006459852,Q1,False,False,False,False,False,True
MT0006468621,Q4,False,False,False,True,False,False
MT0006475078,Q4,False,False,True,True,False,False
MT0006475970,Q1,True,False,False,True,False,False
MT0006482524,Q4,False,False,True,True,False,False
MT0006484633,Q2,False,False,True,True,False,False
MT0006486093,Q1,True,False,False,False,False,True
MT0006487252,Q4,True,False,False,True,False,False
MT0006487635,Q2,True,False,False,False,False,True
MT0006492385,Q3,False,True,False,False,True,False
MT0006497092,Q2,False,True,False,False,True,False
MT0006501280,Q1,False,True,False,True,False,False
MT0006510599,Q2,True,False,False,True,False,False
MT0006514225,Q1,False,False,True,False,False,True
MT0006516676,Q4,False,False,False,False,False,True
MT0006520567,Q2,False,False,False,True,False,False
MT0006522591,Q3,False,False,True,False,False,True
MT0006524432,Q1,False,False,True,True,False,False
MT0006528309,Q1,True,False,False,False,True,False
MT0006531857,Q2,True,False,False,False,False,True
MT0006534417,Q3,True,False,False,True,False,False
MT0006536592,Q1,False,True,False,False,True,False
MT0006540794,Q1,False,False,True,False,False,True
MT0006545202,Q2,True,False,False,True,False,False
MT0006552038,Q2,False,False,True,False,False,True
MT0006553309,Q1,False,True,False,False,True,False
MT0006553914,Q2,True,False,False,True,False,False
MT0006555035,Q3,True,False,False,True,False,False
MT0006559667,Q2,False,True,False,False,True,False
MT0006562479,Q3,False,True,False,True,False,False
MT0006564487,Q2,False,False,False,False,False,True
MT0006570517,Q2,True,False,False,False,False,True
MT0006573563,Q2,True,False,False,True,False,False
MT0006575669,Q4,True,False,False,True,False,False
MT0006581362,Q2,False,True,False,False,True,False
MT0006581441,Q4,False,False,False,False,True,False
MT0006587635,Q2,True,False,False,True,False,False
MT0006587819,Q4,False,True,False,True,False,False
MT0006609765,Q4,True,False,False,True,False,False
MT0006610139,Q4,True,False,False,False,True,False
MT0006612877,Q2,False,False,True,True,False,False
MT0006628590,Q1,False,True,False,True,False,False
MT0006633147,Q1,True,False,False,False,False,True
MT0006635536,Q3,False,True,False,False,True,False
MT0006640142,Q2,False,False,True,False,False,True
MT0006640857,Q1,True,False,False,True,False,False
MT0006641042,Q2,False,False,True,True,False,False
MT0006646428,Q4,False,False,False,False,True,False
MT0006650634,Q4,False,False,False,True,False,False
MT0006654122,Q3,True,False,False,False,True,False
MT0006658246,Q4,False,False,False,False,False,True
MT0006659841,Q3,True,False,False,True,False,False
MT0006662439,Q2,False,False,False,True,False,False
MT0006664862,Q2,False,False,False,True,False,False
MT0006672286,Q3,True,False,False,False,True,False
MT0006678796,Q4,True,False,False,False,True,False
MT0006683265,Q2,True,False,False,True,False,False
MT0006683875,Q1,False,False,True,False,False,True
MT0006695707,Q2,False,True,False,False,True,False
MT0006696891,Q3,True,False,False,True,False,False
MT0006708402,Q3,True,False,False,False,False,True
MT0006713730,Q3,False,True,False,False,True,False
MT0006723128,Q2,False,True,False,False,True,False
MT0006737689,Q2,True,False,False,True,False,False
MT0006738137,Q4,False,True,False,True,False,False
MT0006742179,Q2,False,True,False,True,False,False
MT0006744781,Q2,False,False,False,True,False,False
MT0006746691,Q2,False,True,False,False,False,True
MT0006746926,Q1,False,True,False,False,False,True
MT0006747288,Q1,False,True,False,False,True,False
MT0006751087,Q2,True,False,False,False,False,True
MT0006751853,Q4,False,False,False,True,False,False
MT0006754099,Q1,True,False,False,True,False,False
MT0006761058,Q4,True,False,False,True,False,False
MT0006761971,Q2,True,False,False,False,False,True
MT0006764092,Q2,False,False,False,True,False,False
MT0006769480,Q4,False,False,False,True,False,False
MT0006770955,Q1,False,True,False,False,True,False
MT0006771406,Q1,False,True,False,False,True,False
MT0006772811,Q3,False,True,False,True,False,False
MT0006773580,Q2,True,False,False,True,False,False
MT0006777027,Q4,False,False,True,True,False,False
MT0006778622,Q2,False,True,False,False,True,False
MT0006782965,Q4,False,False,False,False,False,True
MT0006784451,Q2,False,False,True,False,False,True
MT0006788512,Q2,False,True,False,False,True,False
MT0006790347,Q2,False,True,False,True,False,False
MT0006794235,Q4,True,False,False,True,False,False
MT0006795758,Q2,True,False,False,True,False,False
MT0006798861,Q2,False,False,True,True,False,False
MT0006800841,Q2,False,True,False,False,True,False
MT0006806145,Q2,False,False,True,False,False,True
MT0006810990,Q2,False,True,False,False,True,False
MT0006813360,Q3,False,True,False,False,False,True
MT0006814089,Q4,False,True,False,True,False,False
MT0006832360,Q2,True,False,False,True,False,False
MT0006833696,Q3,False,True,False,False,True,False
MT0006839715,Q4,True,False,False,False,True,False
MT0006843007,Q1,True,False,False,False,False,True
MT0006846075,Q4,False,True,False,False,True,False
MT0006862088,Q2,False,False,True,True,False,False
MT0006876450,Q3,True,False,False,False,False,True
MT0006877397,Q3,False,True,False,False,True,False
MT0006879985,Q2,True,False,False,True,False,False
MT0006880936,Q3,False,False,True,True,False,False
MT0006898523,Q4,False,False,False,False,True,False
MT0006903607,Q2,False,False,False,True,False,False
MT0006919273,Q3,False,False,True,False,False,True
MT0006919878,Q2,False,False,False,False,False,True
MT0006929157,Q2,False,False,True,False,False,True
MT0006933170,Q2,True,False,False,True,False,False
MT0006937715,Q1,False,True,False,False,False,True
MT0006939177,Q2,False,False,True,False,False,True
MT0006955716,Q4,False,False,True,False,False,True
MT0006983241,Q4,False,False,True,False,False,True
MT0006991912,Q4,True,False,False,True,False,False
MT0006992235,Q1,True,False,False,True,False,False
MT0006996768,Q1,False,True,False,False,True,False
MT0006999093,Q4,False,False,False,True,False,False
MT0007002901,Q2,False,True,False,False,True,False
MT0007013069,Q1,False,False,True,False,False,True
MT0007031334,Q3,False,True,False,False,False,True
MT0007037296,Q1,False,True,False,False,True,False
MT0007039041,Q4,False,False,False,True,False,False
MT0007039082,Q4,True,False,False,True,False,False
MT0007043504,Q2,False,True,False,False,True,False
MT0007043936,Q3,False,True,False,True,False,False
MT0007051057,Q3,False,True,False,False,True,False
MT0007051188,Q4,False,True,False,True,False,False
MT0007053424,Q4,False,False,True,False,False,True
MT0007057303,Q1,False,False,True,False,False,True
MT0007058512,Q2,True,False,False,True,False,False
MT0007064420,Q4,False,False,True,False,False,True
MT0007067293,Q1,False,False,True,False,False,True
MT0007068165,Q1,False,False,True,True,False,False
MT0007071481,Q2,False,True,False,True,False,False
MT0007072992,Q4,True,False,False,True,False,False
MT0007074655,Q2,True,False,False,False,False,True
MT0007075838,Q2,False,False,True,False,False,True
MT0007081433,Q4,True,False,False,True,False,False
MT0007087238,Q4,False,False,True,False,False,True
MT0007088972,Q1,False,True,False,True,False,False
MT0007099407,Q3,True,False,False,True,False,False
MT0007102148,Q3,True,False,False,True,False,False
MT0007102997,Q4,False,True,False,False,False,True
MT0007106784,Q3,False,True,False,False,True,False
MT0007107079,Q4,False,False,True,False,False,True
MT0007109938,Q2,True,False,False,False,True,False
MT0007113915,Q3,False,True,False,False,True,False
MT0007117290,Q1,False,True,False,False,True,False
MT0007119529,Q4,True,False,False,False,True,False
MT0007127869,Q2,False,False,True,False,False,True
MT0007132421,Q1,False,True,False,False,True,False
MT0007136180,Q1,False,False,True,False,False,True
MT0007142175,Q4,True,False,False,True,False,False
MT0007145736,Q3,False,True,False,True,False,False
MT0007147603,Q1,False,False,True,False,False,True
MT0007153265,Q3,True,False,False,False,False,True
MT0007164275,Q2,False,False,True,True,False,False
MT0007186714,Q4,False,False,True,False,False,True
MT0007190016,Q1,False,True,False,True,False,False
MT0007191313,Q4,True,False,False,True,False,False
MT0007199330,Q4,False,False,True,False,False,True
MT0007207422,Q4,False,True,False,False,False,True
MT0007207968,Q4,True,False,False,False,False,True
MT0007210245,Q2,False,False,True,False,False,True
MT0007232134,Q4,True,False,False,False,True,False
MT0007249337,Q3,False,True,False,True,False,False
MT0007257222,Q1,True,False,False,True,False,False
MT0007265208,Q3,False,True,False,True,False,False
MT0007267489,Q4,False,True,False,False,True,False
MT0007269020,Q2,True,False,False,True,False,False
MT0007274054,Q1,True,False,False,False,True,False
MT0007276457,Q3,False,False,True,False,True,False
MT0007280044,Q3,True,False,False,False,True,False
MT0007282148,Q4,False,True,False,False,True,False
MT0007310068,Q4,False,True,False,False,True,False
MT0007328300,Q3,True,False,False,False,True,False
MT0007329488,Q1,False,True,False,False,True,False
MT0007337206,Q2,True,False,False,False,True,False
MT0007338724,Q3,True,False,False,False,True,False
MT0007340697,Q2,True,False,False,True,False,False
MT0007342701,Q4,False,False,False,True,False,False
MT0007349422,Q2,False,True,False,False,True,False
MT0007349999,Q3,False,True,False,True,False,False
MT0007350911,Q1,True,False,False,True,False,False
MT0007351601,Q3,True,False,False,False,True,False
